Customer_ID,Company_Name,Industry,State,Employee_Count,Acquisition_Channel,Subscription_Plan,Start_Date,Last_Renewal_Date,Subscription_Valid_Until,Monthly_Recurring_Fee,Discount_Percent,Total_Renewals,Support_Tickets,Product_Usage_Score,Customer_Satisfaction,Churn_Reason,Last_Login_Date
CUST02742,Lumina Technology Partners Private Limited,Education,West Bengal,39,Paid Ads,Basic,3/29/2024,3/29/2025,3/29/2026,1999,5,1,30,34,1,Not Applicable,12/8/2025
CUST02743,Triveni Consulting Pvt Ltd,Education,Maharashtra,974,Sales Team,Business,5/22/2023,12/22/2025,1/22/2026,9999,5,31,3,79,3,Not Applicable,11/26/2025
CUST02744,Yuva Business Services India Pvt Ltd,Professional Services,Tamil Nadu,302,Partner,Business,8/10/2024,8/10/2025,8/10/2026,9999,0,1,9,71,3,Not Applicable,10/15/2025
CUST02745,Solara Software Pvt Ltd,Information Technology,Telangana,236,Referral,Basic,9/20/2023,9/20/2025,9/20/2026,1999,5,2,1,52,3,Not Applicable,11/28/2025
CUST02746,Unity Technology Partners India Pvt Ltd,E-commerce & Retail,Kerala,2966,Partner,Enterprise,10/14/2023,10/14/2025,10/14/2026,24999,15,2,5,70,4,Not Applicable,12/7/2025
CUST02747,Sterling Enterprise Solutions Private Limited,E-commerce & Retail,West Bengal,7,Organic Search,Business,7/10/2023,12/10/2025,1/10/2026,9999,10,29,0,64,4,Not Applicable,12/29/2025
CUST02748,Mango IT Services Pvt Ltd,Real Estate,Maharashtra,73,Organic Search,Basic,3/27/2025,4/27/2025,5/27/2025,1999,5,1,39,58,2,Switched to Competitor,4/16/2025
CUST02749,Zenith Enterprise Solutions India Pvt Ltd,Financial Services,Karnataka,51,Organic Search,Professional,11/19/2024,11/19/2025,11/19/2026,4999,5,1,7,48,2,Not Applicable,12/20/2025
CUST02750,Aditya SoftTech Pvt Ltd,Manufacturing,Telangana,45,Social Media,Business,8/19/2024,8/19/2025,8/19/2026,9999,5,1,1,78,4,Not Applicable,12/22/2025
CUST02751,Pearl Innovation Labs India Pvt Ltd,Information Technology,West Bengal,49,Paid Ads,Basic,2/19/2023,12/19/2025,1/19/2026,1999,0,34,10,60,3,Not Applicable,10/27/2025
CUST02752,Fusion Cloud Labs India Pvt Ltd,E-commerce & Retail,Haryana,241,Partner,Professional,6/21/2025,10/21/2025,11/21/2025,4999,0,4,7,72,3,Missing Features,9/12/2025
CUST02753,Crescent Business Solutions Pvt Ltd,Information Technology,Telangana,146,Sales Team,Professional,9/17/2024,12/17/2025,1/17/2026,4999,5,15,3,75,4,Not Applicable,11/26/2025
CUST02754,Falcon Cloud Services Pvt Ltd,Financial Services,Andhra Pradesh,136,Organic Search,Business,2/28/2023,12/28/2025,1/28/2026,9999,5,34,0,64,3,Not Applicable,10/5/2025
CUST02755,Ananta Logic Systems Private Limited,Manufacturing,Tamil Nadu,4391,Sales Team,Enterprise,9/25/2023,9/25/2024,9/25/2025,24999,10,1,22,50,2,Low Product Usage,3/7/2025
CUST02756,CleverEdge Digital Solutions Private Limited,Logistics & Transportation,Tamil Nadu,161,Organic Search,Business,7/22/2025,12/22/2025,1/22/2026,9999,5,5,2,92,4,Not Applicable,11/26/2025
CUST02757,Cobalt Technologies Private Limited,Professional Services,West Bengal,8,Sales Team,Basic,2/4/2023,12/4/2025,1/4/2026,1999,0,34,15,52,2,Not Applicable,8/5/2025
CUST02758,Shakti Solutions India Pvt Ltd,Information Technology,Tamil Nadu,37,Partner,Basic,7/31/2023,12/31/2025,1/31/2026,1999,0,29,5,44,3,Not Applicable,12/13/2025
CUST02759,YellowStone Business Systems Private Limited,Manufacturing,Karnataka,839,Partner,Business,9/8/2023,9/8/2025,9/8/2026,9999,10,2,13,72,3,Not Applicable,12/17/2025
CUST02760,Prime DataWorks India Pvt Ltd,Education,Maharashtra,6530,Paid Ads,Enterprise,11/16/2024,12/16/2025,1/16/2026,24999,15,13,11,47,2,Not Applicable,11/27/2025
CUST02761,Pragati Networks Pvt Ltd,Education,Maharashtra,36,Sales Team,Business,10/23/2024,10/23/2025,10/23/2026,9999,5,1,4,75,3,Not Applicable,11/10/2025
CUST02762,Kinetic Logic Systems India Pvt Ltd,Healthcare,Delhi,22,Organic Search,Basic,7/5/2023,7/5/2025,7/5/2026,1999,10,2,2,64,3,Not Applicable,11/24/2025
CUST02763,Mahira Analytics Private Limited,Education,Delhi,881,Sales Team,Business,4/1/2024,4/1/2025,4/1/2026,9999,5,1,6,77,4,Not Applicable,12/28/2025
CUST02764,Meridian Technology Services India Pvt Ltd,Information Technology,Haryana,531,Paid Ads,Enterprise,2/29/2024,2/28/2025,2/28/2026,24999,20,1,1,81,4,Not Applicable,10/3/2025
CUST02765,Terra DataWorks India Pvt Ltd,Media & Marketing,Karnataka,107,Referral,Business,10/6/2024,12/6/2025,1/6/2026,9999,5,14,0,89,4,Not Applicable,12/7/2025
CUST02766,Bhavya Business Technologies Pvt Ltd,Healthcare,Gujarat,14,Sales Team,Basic,11/3/2023,12/3/2025,1/3/2026,1999,0,25,0,45,2,Not Applicable,12/12/2025
CUST02767,Mitra SoftTech Private Limited,Media & Marketing,Haryana,728,Sales Team,Professional,10/11/2024,12/11/2025,1/11/2026,4999,0,14,15,56,2,Not Applicable,11/16/2025
CUST02768,Matrix Consulting India Pvt Ltd,Education,Andhra Pradesh,86,Sales Team,Business,3/30/2025,12/30/2025,1/30/2026,9999,15,9,5,77,4,Not Applicable,12/8/2025
CUST02769,Pioneer Infotech India Pvt Ltd,Manufacturing,Rajasthan,225,Organic Search,Professional,12/31/2024,12/31/2025,1/31/2026,4999,5,12,2,97,4,Not Applicable,11/23/2025
CUST02770,Cedar TechWorks India Pvt Ltd,Education,Telangana,193,Referral,Professional,6/2/2024,6/2/2025,6/2/2026,4999,10,1,8,80,4,Not Applicable,10/28/2025
CUST02771,FutureGrid Digital Works Private Limited,E-commerce & Retail,Karnataka,27,Sales Team,Professional,11/8/2025,12/8/2025,1/8/2026,4999,0,1,15,65,3,Not Applicable,12/18/2025
CUST02772,Solara Consulting Pvt Ltd,Information Technology,Maharashtra,142,Paid Ads,Business,9/9/2024,12/9/2025,1/9/2026,9999,0,15,5,41,2,Not Applicable,10/19/2025
CUST02773,Vertex Technologies Pvt Ltd,Professional Services,Gujarat,42,Organic Search,Professional,10/4/2025,12/4/2025,1/4/2026,4999,0,2,2,69,3,Not Applicable,12/7/2025
CUST02774,Neptune Enterprise Solutions Private Limited,Information Technology,Delhi,120,Social Media,Basic,6/19/2025,7/19/2025,8/19/2025,1999,0,1,4,51,2,Poor Support,6/21/2025
CUST02775,BrightPath Business Technologies Pvt Ltd,Real Estate,Tamil Nadu,579,Organic Search,Business,6/29/2024,6/29/2025,6/29/2026,9999,20,1,2,82,3,Not Applicable,11/17/2025
CUST02776,Vistara Analytics Private Limited,E-commerce & Retail,Andhra Pradesh,3165,Organic Search,Business,6/12/2023,12/12/2025,1/12/2026,9999,0,30,16,61,3,Not Applicable,10/18/2025
CUST02777,DataVista Technologies India Pvt Ltd,Information Technology,Madhya Pradesh,111,Sales Team,Business,2/21/2023,2/21/2025,2/21/2026,9999,5,2,6,49,2,Not Applicable,12/21/2025
CUST02778,Lumina Systems Private Limited,Information Technology,Karnataka,130,Partner,Professional,1/17/2024,1/17/2025,1/17/2026,4999,5,1,9,83,3,Not Applicable,12/23/2025
CUST02779,Veda Services Pvt Ltd,Education,Gujarat,5,Organic Search,Basic,2/9/2025,12/9/2025,1/9/2026,1999,5,10,7,43,2,Not Applicable,12/6/2025
CUST02780,Xcel Technologies Private Limited,Information Technology,Tamil Nadu,2268,Social Media,Enterprise,10/28/2024,10/28/2025,10/28/2026,24999,15,1,17,77,3,Not Applicable,11/25/2025
CUST02781,GreenLeaf Business Services Private Limited,Information Technology,Tamil Nadu,2892,Paid Ads,Enterprise,9/25/2025,12/25/2025,1/25/2026,24999,20,3,14,73,4,Not Applicable,12/4/2025
CUST02782,Quest Solutions Private Limited,Information Technology,Uttar Pradesh,145,Sales Team,Professional,7/29/2023,12/29/2025,1/29/2026,4999,5,29,8,76,4,Not Applicable,11/4/2025
CUST02783,TechVista Infotech Pvt Ltd,Information Technology,Madhya Pradesh,35,Sales Team,Business,3/15/2024,12/15/2025,1/15/2026,9999,5,21,2,51,3,Not Applicable,12/28/2025
CUST02784,Unity Platforms Pvt Ltd,Manufacturing,Karnataka,41,Organic Search,Basic,2/10/2024,11/10/2025,12/10/2025,1999,0,21,4,58,2,Switched to Competitor,11/22/2025
CUST02785,Gateway Technology Partners Private Limited,Real Estate,Maharashtra,50,Sales Team,Business,5/20/2024,12/20/2025,1/20/2026,9999,10,19,7,64,3,Not Applicable,11/3/2025
CUST02786,Nova Systems India Pvt Ltd,Education,Delhi,32,Sales Team,Business,4/29/2024,4/29/2025,4/29/2026,9999,5,1,8,59,3,Not Applicable,11/27/2025
CUST02787,BlueRiver Business Systems Pvt Ltd,Financial Services,Maharashtra,873,Sales Team,Business,5/24/2023,5/24/2025,5/24/2026,9999,0,2,6,69,3,Not Applicable,12/29/2025
CUST02788,Samarth Enterprise Technologies Private Limited,Education,Maharashtra,3882,Organic Search,Enterprise,3/11/2024,3/11/2025,3/11/2026,24999,15,1,13,96,4,Not Applicable,12/3/2025
CUST02789,Zephyr Logic Systems India Pvt Ltd,Logistics & Transportation,Maharashtra,389,Sales Team,Business,11/6/2025,12/6/2025,1/6/2026,9999,0,1,1,87,4,Not Applicable,12/20/2025
CUST02790,Jeevan IT Services Pvt Ltd,Logistics & Transportation,Tamil Nadu,221,Paid Ads,Basic,1/23/2023,12/23/2025,1/23/2026,1999,0,35,1,46,3,Not Applicable,12/20/2025
CUST02791,Matrix DataWorks Pvt Ltd,Financial Services,Kerala,858,Paid Ads,Professional,1/26/2024,12/26/2025,1/26/2026,4999,0,23,9,63,3,Not Applicable,12/8/2025
CUST02792,Yash Smart Solutions Private Limited,Financial Services,Maharashtra,2,Organic Search,Basic,10/12/2024,10/12/2025,10/12/2026,1999,5,1,3,65,3,Not Applicable,11/12/2025
CUST02793,Horizon Business Systems India Pvt Ltd,Logistics & Transportation,Maharashtra,596,Sales Team,Business,5/4/2024,8/4/2024,9/4/2024,9999,0,3,12,60,2,Poor Support,8/19/2024
CUST02794,Delta Analytics India Pvt Ltd,Financial Services,Karnataka,363,Paid Ads,Business,5/5/2024,5/5/2025,5/5/2026,9999,10,1,50,46,1,Not Applicable,9/20/2025
CUST02795,Pearl Solutions India Pvt Ltd,Logistics & Transportation,Telangana,49,Paid Ads,Basic,7/11/2024,12/11/2025,1/11/2026,1999,5,17,6,68,3,Not Applicable,11/23/2025
CUST02796,Meridian Business Systems Pvt Ltd,Information Technology,Maharashtra,406,Paid Ads,Enterprise,8/14/2023,8/14/2025,8/14/2026,24999,15,2,13,80,4,Not Applicable,12/4/2025
CUST02797,Everest Innovations India Pvt Ltd,Financial Services,Delhi,77,Organic Search,Enterprise,5/14/2023,5/14/2025,5/14/2026,24999,20,2,1,48,2,Not Applicable,12/25/2025
CUST02798,Orion Consulting India Pvt Ltd,Logistics & Transportation,Telangana,489,Organic Search,Business,9/22/2024,9/22/2025,10/22/2025,9999,10,12,1,81,3,Switched to Competitor,8/6/2025
CUST02799,Cobalt Cloud Labs India Pvt Ltd,Education,Karnataka,6842,Paid Ads,Professional,10/22/2023,10/22/2025,10/22/2026,4999,10,2,12,63,3,Not Applicable,11/24/2025
CUST02800,Uday Digital Solutions India Pvt Ltd,Education,Delhi,238,Sales Team,Professional,2/16/2025,11/16/2025,12/16/2025,4999,10,9,20,73,3,Low Product Usage,6/15/2025
CUST02801,Lotus Technologies Pvt Ltd,Media & Marketing,Delhi,111,Organic Search,Professional,9/29/2023,9/29/2025,9/29/2026,4999,0,2,8,61,2,Not Applicable,11/21/2025
CUST02802,Aarav Innovations Private Limited,Healthcare,Rajasthan,209,Referral,Business,2/8/2025,12/8/2025,1/8/2026,9999,10,10,10,76,4,Not Applicable,11/3/2025
CUST02803,Nexa CloudWorks Pvt Ltd,Media & Marketing,Tamil Nadu,64,Organic Search,Professional,11/15/2023,11/15/2025,11/15/2026,4999,0,2,1,45,3,Not Applicable,12/5/2025
CUST02804,Zentech Data Systems Pvt Ltd,Education,Uttar Pradesh,166,Referral,Professional,5/31/2024,12/31/2025,1/31/2026,4999,10,19,14,84,3,Not Applicable,12/10/2025
CUST02805,Mango Systems Private Limited,Healthcare,Rajasthan,213,Social Media,Business,5/6/2024,12/6/2025,1/6/2026,9999,5,19,16,79,3,Not Applicable,10/15/2025
CUST02806,Foresight Cloud Services Private Limited,Healthcare,Telangana,49,Referral,Business,7/4/2024,12/4/2025,1/4/2026,9999,5,17,3,84,4,Not Applicable,11/8/2025
CUST02807,Vyom Logic Systems Pvt Ltd,Financial Services,Karnataka,8,Organic Search,Basic,10/28/2024,10/28/2025,10/28/2026,1999,5,1,10,45,2,Not Applicable,12/25/2025
CUST02808,Pinnacle Innovation Labs Pvt Ltd,Professional Services,Uttar Pradesh,248,Partner,Basic,10/31/2023,12/31/2025,1/31/2026,1999,0,26,18,55,2,Not Applicable,12/30/2025
CUST02809,Nimble Growth Solutions India Pvt Ltd,Healthcare,Tamil Nadu,191,Sales Team,Basic,2/8/2024,12/8/2025,1/8/2026,1999,5,22,11,59,2,Not Applicable,12/28/2025
CUST02810,Mango Consulting Pvt Ltd,Financial Services,Odisha,17,Social Media,Basic,10/19/2023,10/19/2024,10/19/2025,1999,0,1,1,49,2,Missing Features,10/1/2025
CUST02811,Ganga Innovation Labs India Pvt Ltd,Media & Marketing,Maharashtra,47,Organic Search,Professional,5/5/2025,12/5/2025,1/5/2026,4999,5,7,2,63,3,Not Applicable,12/13/2025
CUST02812,Zephyr Automation Pvt Ltd,Real Estate,Karnataka,40,Organic Search,Basic,5/8/2024,12/8/2025,1/8/2026,1999,0,19,0,47,3,Not Applicable,11/23/2025
CUST02813,Yash Process Solutions Private Limited,Logistics & Transportation,Karnataka,34,Organic Search,Basic,1/15/2025,12/15/2025,1/15/2026,1999,0,11,1,62,3,Not Applicable,11/19/2025
CUST02814,Marigold Innovations India Pvt Ltd,E-commerce & Retail,Karnataka,10,Organic Search,Basic,9/3/2024,12/3/2025,1/3/2026,1999,0,15,1,64,3,Not Applicable,12/22/2025
CUST02815,Solara Technology Partners India Pvt Ltd,Information Technology,Karnataka,8416,Sales Team,Enterprise,11/16/2023,11/16/2024,11/16/2025,24999,5,1,11,68,3,Low Product Usage,9/28/2025
CUST02816,BrightPath Advisory India Pvt Ltd,Education,Haryana,1933,Partner,Enterprise,11/26/2024,11/26/2025,11/26/2026,24999,10,1,14,73,3,Not Applicable,11/26/2025
CUST02817,Yuva Process Solutions Pvt Ltd,Information Technology,Delhi,9,Paid Ads,Basic,2/6/2023,2/6/2025,2/6/2026,1999,0,2,4,68,3,Not Applicable,12/22/2025
CUST02818,DataVista Growth Solutions Pvt Ltd,Healthcare,Gujarat,971,Partner,Business,10/6/2023,10/6/2025,10/6/2026,9999,5,2,15,83,4,Not Applicable,12/13/2025
CUST02819,GreenLeaf Business Systems Private Limited,Manufacturing,Telangana,309,Partner,Business,9/27/2023,9/27/2025,9/27/2026,9999,5,2,46,61,1,Not Applicable,11/8/2025
CUST02820,Kaveri Cloud Labs Private Limited,Financial Services,Karnataka,436,Sales Team,Business,9/3/2025,11/3/2025,12/3/2025,9999,0,2,29,90,2,Poor Support,9/10/2025
CUST02821,YellowStone TechWorks Pvt Ltd,Financial Services,Maharashtra,37,Organic Search,Business,1/19/2024,1/19/2025,1/19/2026,9999,5,1,5,95,5,Not Applicable,12/15/2025
CUST02822,Gateway Platforms Private Limited,Financial Services,Maharashtra,102,Referral,Professional,3/2/2024,3/2/2025,3/2/2026,4999,0,1,13,67,3,Not Applicable,11/28/2025
CUST02823,Indo Cloud Labs Pvt Ltd,Media & Marketing,Karnataka,2,Social Media,Professional,8/28/2023,12/28/2025,1/28/2026,4999,5,28,19,84,3,Not Applicable,12/25/2025
CUST02824,Willow Platforms Private Limited,Information Technology,Maharashtra,25,Referral,Basic,5/13/2025,12/13/2025,1/13/2026,1999,0,7,0,68,4,Not Applicable,12/27/2025
CUST02825,Valiant Cloud Labs Pvt Ltd,Information Technology,West Bengal,8464,Partner,Enterprise,7/30/2023,12/30/2025,1/30/2026,24999,20,29,9,89,4,Not Applicable,12/24/2025
CUST02826,WestBridge Analytics Pvt Ltd,Manufacturing,Uttar Pradesh,29,Social Media,Business,5/29/2024,5/29/2025,5/29/2026,9999,0,1,1,59,4,Not Applicable,12/18/2025
CUST02827,FutureGrid Logic Systems Private Limited,Information Technology,Delhi,402,Referral,Business,6/27/2023,6/27/2025,6/27/2026,9999,5,2,5,83,4,Not Applicable,10/16/2025
CUST02828,Orbit Software Private Limited,E-commerce & Retail,Karnataka,188,Sales Team,Professional,11/27/2024,11/27/2025,11/27/2026,4999,5,1,1,73,4,Not Applicable,12/22/2025
CUST02829,Nexa Networks Private Limited,Financial Services,Telangana,49,Sales Team,Professional,9/19/2023,9/19/2025,9/19/2026,4999,0,2,1,77,4,Not Applicable,12/15/2025
CUST02830,Orbit Software Pvt Ltd,Information Technology,Tamil Nadu,2966,Organic Search,Business,4/10/2024,4/10/2025,4/10/2026,9999,0,1,27,64,3,Not Applicable,10/26/2025
CUST02831,Orion Cloud Services Pvt Ltd,Professional Services,Telangana,930,Sales Team,Business,8/11/2024,8/11/2025,9/11/2025,9999,0,12,7,41,2,Poor Support,5/31/2025
CUST02832,Elara Advisory Private Limited,Healthcare,West Bengal,6,Organic Search,Basic,10/19/2023,12/19/2025,1/19/2026,1999,5,26,0,42,2,Not Applicable,12/22/2025
CUST02833,Radiant Data Systems Private Limited,Information Technology,Telangana,132,Referral,Business,8/16/2024,8/16/2025,8/16/2026,9999,10,1,3,78,4,Not Applicable,11/21/2025
CUST02834,Ridge Business Systems Private Limited,Information Technology,Delhi,230,Social Media,Basic,10/27/2023,11/27/2023,12/27/2023,1999,0,1,4,45,3,Switched to Competitor,11/12/2023
CUST02835,Jeevan Business Technologies Private Limited,Healthcare,Kerala,60,Paid Ads,Basic,4/27/2024,4/27/2025,5/27/2025,1999,0,12,23,53,2,Poor Support,3/31/2025
CUST02836,Harbor Technology Partners Pvt Ltd,Logistics & Transportation,Maharashtra,98,Sales Team,Business,3/4/2023,3/4/2024,3/4/2025,9999,15,1,29,78,3,Business Closure,9/1/2024
CUST02837,Iris TechWorks India Pvt Ltd,Logistics & Transportation,Karnataka,1389,Organic Search,Enterprise,11/23/2023,12/23/2025,1/23/2026,24999,10,25,16,70,3,Not Applicable,12/30/2025
CUST02838,Yuva Business Systems Private Limited,Information Technology,Telangana,111,Organic Search,Basic,8/12/2023,12/12/2025,1/12/2026,1999,0,28,1,75,4,Not Applicable,10/20/2025
CUST02839,Saffron Business Systems Private Limited,E-commerce & Retail,Tamil Nadu,6415,Sales Team,Business,10/10/2024,12/10/2025,1/10/2026,9999,5,14,0,69,4,Not Applicable,12/6/2025
CUST02840,Everest Software Pvt Ltd,E-commerce & Retail,Telangana,32,Partner,Professional,10/18/2024,10/18/2025,10/18/2026,4999,10,1,3,73,3,Not Applicable,12/20/2025
CUST02841,Radiant Automation Private Limited,Education,Tamil Nadu,377,Referral,Professional,12/17/2024,12/17/2025,1/17/2026,4999,5,12,0,100,5,Not Applicable,12/11/2025
CUST02842,Nexa Smart Solutions Private Limited,Healthcare,Haryana,48,Organic Search,Basic,4/23/2025,10/23/2025,11/23/2025,1999,5,6,3,53,3,Business Closure,11/6/2025
CUST02843,Orbit Systems Private Limited,Real Estate,Haryana,111,Social Media,Professional,2/17/2025,5/17/2025,6/17/2025,4999,0,3,34,69,2,Budget Reduction,3/10/2025
CUST02844,TechVista Enterprise Solutions Private Limited,Information Technology,Karnataka,46,Organic Search,Professional,3/2/2025,12/2/2025,1/2/2026,4999,0,9,0,38,3,Not Applicable,12/24/2025
CUST02845,UrbanGrid Technology Partners Pvt Ltd,Manufacturing,Gujarat,29,Organic Search,Basic,5/1/2023,10/1/2023,11/1/2023,1999,0,5,2,57,3,Missing Features,7/22/2023
CUST02846,Apex Smart Solutions Pvt Ltd,Media & Marketing,Tamil Nadu,13,Partner,Business,1/29/2023,1/29/2025,1/29/2026,9999,5,2,9,51,3,Not Applicable,11/7/2025
CUST02847,Sapphire Systems Private Limited,Information Technology,Delhi,266,Organic Search,Professional,7/25/2025,12/25/2025,1/25/2026,4999,5,5,38,70,2,Not Applicable,12/5/2025
CUST02848,Wavefront Information Systems India Pvt Ltd,Manufacturing,Tamil Nadu,45,Organic Search,Basic,11/10/2024,12/10/2025,1/10/2026,1999,0,13,1,52,3,Not Applicable,12/12/2025
CUST02849,Kinetic Cloud Labs Pvt Ltd,E-commerce & Retail,Maharashtra,14,Social Media,Basic,2/11/2023,2/11/2025,2/11/2026,1999,10,2,2,49,3,Not Applicable,11/5/2025
CUST02850,Triveni Networks Pvt Ltd,Information Technology,Karnataka,188,Social Media,Business,2/14/2024,12/14/2025,1/14/2026,9999,5,22,1,59,3,Not Applicable,12/27/2025
CUST02851,Solara Digital Private Limited,Financial Services,Delhi,7254,Social Media,Enterprise,5/31/2024,5/31/2025,5/31/2026,24999,20,1,44,65,2,Not Applicable,12/4/2025
CUST02852,Neptune Enterprise Solutions Pvt Ltd,E-commerce & Retail,Tamil Nadu,50,Partner,Basic,4/14/2024,5/14/2025,6/14/2025,1999,0,13,2,53,3,Business Closure,10/31/2024
CUST02853,Cedar Enterprise Technologies Private Limited,Financial Services,Tamil Nadu,15,Partner,Basic,12/23/2023,12/23/2025,12/23/2026,1999,10,2,3,66,3,Not Applicable,10/4/2025
CUST02854,Arvind Process Solutions India Pvt Ltd,Professional Services,Karnataka,104,Partner,Professional,3/10/2025,12/10/2025,1/10/2026,4999,0,9,11,41,2,Not Applicable,12/25/2025
CUST02855,Pinnacle Networks India Pvt Ltd,E-commerce & Retail,Telangana,81,Partner,Professional,6/18/2023,12/18/2025,1/18/2026,4999,10,30,3,65,3,Not Applicable,11/27/2025
CUST02856,Orbit SoftTech Pvt Ltd,Education,Karnataka,3021,Organic Search,Enterprise,9/28/2023,9/28/2024,9/28/2025,24999,15,1,3,100,4,Price Too High,7/10/2025
CUST02857,Harbor Technology Services Pvt Ltd,Financial Services,Karnataka,631,Sales Team,Enterprise,4/19/2023,4/19/2025,4/19/2026,24999,15,2,29,90,3,Not Applicable,12/30/2025
CUST02858,Zephyr Labs India Pvt Ltd,E-commerce & Retail,Maharashtra,23,Sales Team,Professional,5/30/2025,12/30/2025,1/30/2026,4999,0,7,2,64,3,Not Applicable,12/5/2025
CUST02859,Indus Solutions Pvt Ltd,Information Technology,Karnataka,149,Paid Ads,Professional,11/1/2023,12/1/2025,1/1/2026,4999,0,25,3,65,3,Not Applicable,9/27/2025
CUST02860,Vistara Information Systems India Pvt Ltd,E-commerce & Retail,Haryana,10,Social Media,Professional,7/23/2023,7/23/2024,7/23/2025,4999,0,1,1,49,3,Missing Features,2/2/2025
CUST02861,FinEdge Ventures India Pvt Ltd,Manufacturing,Gujarat,222,Sales Team,Business,8/28/2024,8/28/2025,8/28/2026,9999,5,1,48,68,2,Not Applicable,12/4/2025
CUST02862,FutureGrid Systems India Pvt Ltd,Manufacturing,Karnataka,45,Referral,Basic,10/14/2024,10/14/2025,11/14/2025,1999,0,12,4,47,3,Budget Reduction,7/22/2025
CUST02863,Deccan TechWorks Private Limited,Education,Rajasthan,222,Paid Ads,Basic,9/15/2024,12/15/2025,1/15/2026,1999,0,15,2,62,3,Not Applicable,11/5/2025
CUST02864,Jeevan Systems India Pvt Ltd,E-commerce & Retail,Telangana,519,Paid Ads,Business,3/5/2023,3/5/2025,3/5/2026,9999,10,2,0,57,3,Not Applicable,12/2/2025
CUST02865,Vedant Software Pvt Ltd,Information Technology,Uttar Pradesh,35,Referral,Business,12/29/2024,12/29/2025,1/29/2026,9999,5,12,4,77,4,Not Applicable,12/29/2025
CUST02866,Nandi Data Systems Pvt Ltd,Media & Marketing,Gujarat,4831,Referral,Enterprise,7/17/2023,12/17/2025,1/17/2026,24999,15,29,14,59,3,Not Applicable,11/18/2025
CUST02867,Omni Consulting Private Limited,Professional Services,Maharashtra,4397,Social Media,Business,6/15/2023,6/15/2025,6/15/2026,9999,5,2,12,60,2,Not Applicable,12/26/2025
CUST02868,Aditya Business Systems India Pvt Ltd,Logistics & Transportation,Karnataka,739,Partner,Professional,3/18/2024,12/18/2025,1/18/2026,4999,0,21,8,41,3,Not Applicable,12/12/2025
CUST02869,Zylo TechWorks Private Limited,E-commerce & Retail,Kerala,3,Sales Team,Business,12/31/2024,12/31/2025,1/31/2026,9999,0,12,10,71,3,Not Applicable,12/19/2025
CUST02870,Omni Digital Works India Pvt Ltd,Financial Services,Karnataka,173,Sales Team,Business,3/23/2024,12/23/2025,1/23/2026,9999,15,21,1,85,4,Not Applicable,11/16/2025
CUST02871,Neptune Information Systems Pvt Ltd,Manufacturing,Maharashtra,76,Social Media,Professional,6/18/2023,6/18/2025,6/18/2026,4999,10,2,22,86,3,Not Applicable,9/5/2025
CUST02872,Indo Business Solutions India Pvt Ltd,Information Technology,Telangana,90,Referral,Professional,10/3/2023,12/3/2025,1/3/2026,4999,5,26,8,88,3,Not Applicable,12/13/2025
CUST02873,Summit Innovation Labs Private Limited,Professional Services,Maharashtra,25,Social Media,Basic,12/23/2024,11/23/2025,12/23/2025,1999,0,11,0,54,3,Budget Reduction,8/18/2025
CUST02874,Mango TechWorks Pvt Ltd,Education,Gujarat,77,Paid Ads,Basic,1/29/2024,1/29/2025,1/29/2026,1999,0,1,4,33,3,Not Applicable,12/3/2025
CUST02875,Skyline Advisory India Pvt Ltd,E-commerce & Retail,Karnataka,45,Organic Search,Basic,11/8/2024,12/8/2025,1/8/2026,1999,5,13,1,62,3,Not Applicable,10/21/2025
CUST02876,Nandi Business Systems Private Limited,Logistics & Transportation,Karnataka,47,Paid Ads,Professional,4/19/2024,12/19/2025,1/19/2026,4999,5,20,1,81,3,Not Applicable,11/8/2025
CUST02877,Zenith Cloud Labs Pvt Ltd,Healthcare,Haryana,932,Organic Search,Business,1/15/2023,1/15/2024,1/15/2025,9999,15,1,2,91,3,Budget Reduction,6/10/2024
CUST02878,Valiant Business Technologies Private Limited,Information Technology,Telangana,200,Organic Search,Basic,12/14/2023,12/14/2025,12/14/2026,1999,0,2,8,68,3,Not Applicable,12/19/2025
CUST02879,Kinetic Ventures Private Limited,Information Technology,Delhi,188,Organic Search,Basic,9/14/2023,9/14/2024,9/14/2025,1999,0,1,10,43,2,Missing Features,4/5/2025
CUST02880,GreenLeaf Digital Works Pvt Ltd,Financial Services,West Bengal,32,Organic Search,Business,6/21/2024,6/21/2025,6/21/2026,9999,0,1,1,73,3,Not Applicable,10/14/2025
CUST02881,Foresight SoftTech Private Limited,Logistics & Transportation,Telangana,3923,Organic Search,Business,4/14/2025,8/14/2025,9/14/2025,9999,5,4,33,92,2,Low Product Usage,8/19/2025
CUST02882,UrbanGrid Enterprise Technologies Pvt Ltd,Professional Services,Rajasthan,27,Sales Team,Basic,12/29/2023,12/29/2025,12/29/2026,1999,0,2,11,71,3,Not Applicable,12/19/2025
CUST02883,Foresight Business Solutions India Pvt Ltd,E-commerce & Retail,Uttar Pradesh,222,Paid Ads,Professional,4/1/2025,12/1/2025,1/1/2026,4999,0,8,4,59,2,Not Applicable,11/6/2025
CUST02884,SilverLine Analytics Private Limited,Logistics & Transportation,Rajasthan,223,Partner,Professional,10/26/2024,12/26/2025,1/26/2026,4999,5,14,11,60,3,Not Applicable,12/14/2025
